business_type,business_age_months,location_type,state,num_employees,store_size_sqm,foot_traffic_daily,has_online_presence,uses_pos,marketing_spend_naira,inventory_value_naira,num_products,average_product_price_naira,month,customer_retention_rate,has_loyalty_program,accepts_credit_cards,opening_hours_per_day,competition_nearby,has_parking,monthly_sales_thousands
Salon,96,Street_Shop,Enugu,18,11,239,0,1,79561,1064827,54,24641,July,31,1,0,9,1,0,9067.63
Restaurant,32,Shopping_Mall,Ibadan,18,81,499,0,0,78248,2740089,257,4449,October,59,0,0,9,2,0,7136.93
Supermarket,28,Shopping_Mall,Kano,11,120,56,1,1,160173,107436,84,9178,July,83,0,1,14,0,1,10938.77
Restaurant,49,Shopping_Mall,Port_Harcourt,15,101,281,1,1,9327,1446082,46,10822,February,41,0,1,12,0,1,11102.36
Restaurant,117,Estate,Kano,19,149,200,1,1,175747,1173958,175,3347,August,61,1,0,11,3,0,10097.64
Fashion_Store,7,Estate,Enugu,15,76,243,0,1,143254,4301600,387,3377,February,54,0,0,11,1,0,7742.91
Electronics,52,Market,Port_Harcourt,8,19,211,0,1,167837,120653,355,10144,April,52,1,1,14,7,0,10716.26
Fashion_Store,87,Street_Shop,Enugu,12,159,159,1,1,9820,442401,417,40834,March,82,1,0,10,5,1,19381.1
Electronics,112,Estate,Port_Harcourt,17,165,322,0,0,174777,949427,270,48897,December,47,1,0,11,9,0,15685.45
Pharmacy,60,Shopping_Mall,Lagos,4,25,224,1,0,8555,3246839,430,17957,October,66,0,1,13,6,0,19057.68
Pharmacy,73,Market,Ibadan,11,14,159,1,0,27036,1295722,131,12262,January,94,0,1,11,8,1,8393.67
Electronics,110,Estate,Kano,19,165,491,0,1,87029,2209459,475,39267,November,41,0,1,13,0,0,24934.02
Fashion_Store,94,Street_Shop,Port_Harcourt,7,90,100,1,1,46190,4922774,249,18990,March,45,0,0,12,2,0,29632.33
Retail_Shop,79,Estate,Ibadan,8,160,23,0,0,130463,2279635,357,40903,January,84,0,0,12,1,1,10729.52
Electronics,54,Street_Shop,Ibadan,10,153,162,1,1,5878,4592463,441,13728,October,42,0,0,9,2,1,25115.8
Restaurant,58,Street_Shop,Abuja,17,174,239,1,0,31215,2490956,93,21539,May,33,0,1,15,3,0,11774.17
Restaurant,22,Online,Port_Harcourt,18,126,29,0,1,179795,1018292,389,30128,February,66,0,0,14,3,0,7594.97
Pharmacy,92,Online,Enugu,5,182,301,1,1,146480,1251067,281,29391,August,52,0,0,9,9,0,9514.28
Electronics,52,Market,Abuja,12,106,38,1,1,120108,2616866,327,33550,May,54,0,1,10,6,0,15518.6
Restaurant,89,Estate,Kano,2,37,465,1,0,189877,862858,201,18613,May,41,0,1,8,3,0,8896.5
Restaurant,72,Shopping_Mall,Ibadan,15,142,164,1,0,120315,1660237,112,26768,August,75,1,0,9,4,1,13525.64
Restaurant,23,Market,Abuja,13,160,199,1,1,51762,1936758,231,26834,September,56,0,0,12,2,0,10008.28
Salon,70,Online,Lagos,8,78,137,1,1,187327,1492139,112,22363,May,60,0,0,8,8,1,9895.53
Supermarket,58,Street_Shop,Ibadan,5,147,213,1,1,183806,1732850,63,7271,May,86,1,0,14,0,1,13010.12
Retail_Shop,12,Street_Shop,Port_Harcourt,8,146,240,1,1,167166,4346150,182,13690,November,63,1,0,13,2,1,33782.38
Fashion_Store,83,Shopping_Mall,Kano,13,117,161,1,0,121573,4338118,459,40075,June,54,1,1,9,1,1,29956.83
Restaurant,94,Street_Shop,Port_Harcourt,14,182,272,1,1,111259,1890610,107,27821,April,64,0,0,11,9,0,15119.11
Electronics,70,Street_Shop,Kano,10,76,309,1,0,131979,4896895,483,7336,April,78,0,0,14,2,1,26050.51
Salon,11,Street_Shop,Kano,15,189,132,0,1,169667,1183907,373,3648,September,32,0,0,14,0,1,6656.65
Salon,101,Market,Ibadan,8,90,446,0,1,98453,2293043,187,16501,September,70,0,1,12,7,1,14034.17
Pharmacy,69,Shopping_Mall,Ibadan,18,165,45,1,1,90884,4505874,236,16297,March,83,0,1,14,3,0,40423.48
Restaurant,94,Market,Port_Harcourt,18,45,153,0,1,115800,3294671,140,27293,August,65,0,0,8,0,0,12900.64
Pharmacy,48,Estate,Abuja,10,100,342,0,1,106570,1042838,287,15948,July,45,0,1,12,6,0,9918.98
Supermarket,38,Estate,Enugu,6,93,398,0,0,143688,2492050,42,42010,November,80,0,1,13,5,1,17270.71
Supermarket,91,Estate,Kano,6,46,189,1,1,91690,4806007,85,37656,July,36,0,1,14,3,0,30080.26
Salon,98,Street_Shop,Enugu,4,88,273,1,0,84082,2750752,229,9575,April,38,0,1,15,0,1,23097.9
Fashion_Store,89,Shopping_Mall,Abuja,4,27,50,1,1,84406,2155791,123,18149,September,39,0,1,8,1,1,15879.48
Electronics,109,Street_Shop,Ibadan,16,81,395,0,0,112515,1956045,483,32870,February,51,0,0,10,1,1,8860.15
Restaurant,21,Street_Shop,Abuja,5,123,432,1,1,185130,1563284,167,4697,July,78,0,1,13,0,0,11358.26
Restaurant,40,Market,Enugu,15,153,294,0,1,9692,263582,480,45592,February,31,0,1,13,1,0,5221.89
Salon,70,Street_Shop,Ibadan,8,104,102,0,1,54619,2897303,351,12056,February,64,0,0,9,4,1,9678.93
Retail_Shop,87,Market,Kano,3,17,202,1,1,40966,3493515,365,31467,September,45,1,1,9,4,0,21897.3
Salon,62,Market,Enugu,11,131,179,1,0,22626,2119819,455,4265,December,68,0,1,15,7,0,13157.91
Electronics,25,Street_Shop,Enugu,9,28,351,1,1,32496,1836501,383,31359,October,75,0,0,11,0,1,10404.55
Salon,68,Online,Lagos,2,59,173,1,1,6053,2633158,354,35942,April,43,0,1,12,1,0,20556.23
Retail_Shop,67,Market,Lagos,11,10,289,1,1,42018,4702030,367,17390,October,55,0,0,9,9,0,17701.66
Restaurant,9,Market,Lagos,12,115,347,1,0,197952,3039370,498,27825,May,88,0,1,13,2,0,11821.56
Restaurant,117,Street_Shop,Kano,5,73,186,0,0,138564,1098799,169,44028,July,44,0,0,12,0,0,8843.17
Salon,27,Street_Shop,Lagos,10,120,469,1,1,90707,1291069,146,41877,June,78,0,1,11,1,0,13259.82
Fashion_Store,15,Online,Port_Harcourt,8,191,132,0,1,25949,1055385,235,36036,May,81,0,1,10,5,1,6677.51
Salon,73,Street_Shop,Kano,14,128,428,1,1,185015,2995093,478,13316,April,34,1,0,12,1,1,36396.38
Supermarket,28,Market,Kano,4,104,97,1,1,143002,2247143,121,44308,November,66,0,0,14,8,1,26188.83
Salon,94,Estate,Ibadan,16,20,109,0,0,87132,684007,279,17771,March,56,1,0,10,3,1,10299.96
Salon,41,Online,Abuja,19,44,21,1,1,168144,2576282,44,7539,October,54,0,1,9,1,1,18370.6
Pharmacy,88,Street_Shop,Ibadan,13,159,175,0,1,189487,2822385,198,48294,May,69,1,1,8,5,0,18498.98
Electronics,65,Street_Shop,Enugu,1,177,24,0,1,8507,4272582,399,1550,April,30,0,1,10,3,0,19898.39
Supermarket,8,Shopping_Mall,Ibadan,1,188,481,1,0,64889,1840832,316,24137,April,90,0,0,10,2,0,13917.51
Pharmacy,41,Estate,Abuja,7,115,83,0,1,125011,566848,216,20113,October,85,0,0,14,4,1,8468.88
Supermarket,93,Market,Enugu,12,98,434,0,0,13213,3817215,285,26768,August,89,1,1,14,8,0,17068.91
Electronics,93,Market,Enugu,17,19,221,1,1,133069,1739537,372,9309,March,53,0,0,10,5,0,18320.44
Supermarket,55,Estate,Abuja,10,26,217,0,1,106575,1644477,235,6726,March,45,0,0,10,0,0,10064.1
Supermarket,109,Shopping_Mall,Abuja,12,170,149,1,1,193908,4578705,468,43284,January,80,0,0,9,7,1,20508.07
Salon,60,Street_Shop,Kano,1,101,187,1,1,156428,1934259,229,44683,December,93,0,0,15,2,1,25565.79
Fashion_Store,76,Shopping_Mall,Ibadan,1,198,283,1,1,131176,3977062,416,33006,January,60,1,1,13,5,0,23310.79
Pharmacy,90,Shopping_Mall,Port_Harcourt,19,173,313,1,0,19761,2711296,171,41681,November,75,1,1,11,1,0,29107.15
Retail_Shop,44,Market,Lagos,3,112,186,0,0,48081,1442017,174,38200,October,31,0,0,12,4,0,7716.43
Restaurant,28,Estate,Port_Harcourt,10,80,163,0,1,131980,1363860,263,40843,May,84,0,0,12,1,1,9070.46
Retail_Shop,11,Online,Abuja,7,125,431,0,1,173089,2826655,232,17349,November,82,0,0,14,8,1,13293.83
Electronics,113,Estate,Abuja,14,52,262,0,1,126689,2313615,232,47755,July,65,1,0,8,0,1,17305.67
Fashion_Store,65,Shopping_Mall,Kano,1,19,413,1,1,10159,4659244,243,10899,December,76,0,1,9,0,0,31351.42
Salon,97,Street_Shop,Kano,19,113,73,1,1,149389,4369776,208,14346,February,50,1,1,9,1,0,22955.46
Supermarket,45,Estate,Abuja,19,185,391,1,1,33445,3558896,360,4537,November,53,1,0,12,4,0,30567.87
Restaurant,22,Street_Shop,Ibadan,14,166,342,0,1,144518,2155368,101,8396,February,86,0,0,9,1,0,7973.63
Fashion_Store,51,Estate,Kano,6,102,374,0,1,100579,851561,258,40350,January,30,0,0,10,9,0,7202.88
Restaurant,105,Market,Ibadan,9,143,153,1,1,129392,2673006,394,43083,December,73,0,1,8,2,0,31903.53
Restaurant,14,Street_Shop,Enugu,16,47,363,0,1,134037,3940434,95,24016,April,59,0,1,10,2,0,25078.05
Retail_Shop,19,Shopping_Mall,Ibadan,14,123,38,1,0,8409,4334638,414,17204,February,33,0,0,9,2,0,12314.18
Retail_Shop,54,Shopping_Mall,Ibadan,9,95,439,0,1,191985,2727316,204,49264,December,63,0,0,8,5,1,29636.82
Supermarket,113,Shopping_Mall,Lagos,17,10,322,0,1,106108,872345,286,36425,April,82,0,1,13,0,1,20843.71
Electronics,42,Market,Port_Harcourt,10,191,477,1,1,123704,1434084,260,48440,February,82,0,0,14,5,1,12845.7
Pharmacy,74,Street_Shop,Ibadan,16,143,31,1,0,149888,3820431,283,7393,June,58,1,1,14,5,1,26519.99
Pharmacy,87,Shopping_Mall,Abuja,4,166,348,1,1,131281,4951024,157,25034,October,41,0,0,9,1,1,21978.39
Pharmacy,52,Estate,Enugu,9,171,37,1,1,65790,377696,37,41152,April,73,1,1,15,1,1,21555.08
Salon,37,Shopping_Mall,Abuja,12,16,225,1,1,60016,2981778,201,16998,April,42,0,1,13,9,1,27710.01
Electronics,49,Online,Abuja,12,153,62,1,0,117535,1338670,311,41870,April,64,0,0,12,7,0,17321.21
Fashion_Store,113,Online,Enugu,12,70,463,0,1,129369,4588488,459,28895,August,36,1,0,12,6,1,24421.49
Pharmacy,42,Street_Shop,Enugu,19,170,211,1,0,13794,844989,206,47223,March,53,0,1,8,8,1,17552.1
Supermarket,108,Estate,Port_Harcourt,10,179,52,1,0,23095,1632615,223,39414,August,59,0,0,8,5,0,11365.13
Restaurant,84,Street_Shop,Kano,18,94,234,0,1,57279,4066282,209,30610,January,69,0,1,13,3,1,16668.0
Supermarket,11,Estate,Port_Harcourt,3,141,405,1,1,196482,566976,185,36266,November,42,1,0,15,0,1,19212.94
Pharmacy,99,Estate,Ibadan,13,24,190,1,1,6819,3901994,374,49087,September,41,1,0,9,3,1,29583.73
Restaurant,41,Market,Port_Harcourt,14,19,211,0,1,156144,3757467,482,30160,September,71,0,0,10,7,0,19405.46
Electronics,66,Estate,Port_Harcourt,1,88,469,0,1,24273,4589483,466,11923,July,38,0,0,12,8,1,18509.88
Salon,27,Shopping_Mall,Abuja,7,54,447,0,1,138670,1149311,484,42859,May,45,0,1,11,6,0,7994.36
Pharmacy,92,Street_Shop,Enugu,9,13,338,1,0,100352,3687716,392,6645,August,43,0,0,14,9,1,16622.01
Salon,69,Shopping_Mall,Ibadan,6,119,489,0,1,116394,1372739,42,44692,March,79,0,1,14,4,1,18839.45
Salon,113,Estate,Port_Harcourt,12,17,485,1,1,94433,4485490,246,37831,June,39,0,0,11,9,1,23807.85
Pharmacy,65,Shopping_Mall,Ibadan,4,73,53,1,1,53284,1585356,381,23322,October,35,1,0,15,9,0,11815.38
Fashion_Store,10,Street_Shop,Port_Harcourt,5,198,207,1,1,17795,3630241,128,44025,March,63,1,0,10,2,1,27184.34
Restaurant,58,Shopping_Mall,Port_Harcourt,4,150,146,0,1,193945,2634579,157,35809,August,39,0,0,8,6,0,10038.32
Electronics,48,Street_Shop,Abuja,11,153,388,0,1,48354,2066062,36,5690,June,89,0,1,14,8,0,11810.1
Pharmacy,68,Shopping_Mall,Lagos,14,96,20,1,1,92999,3536614,81,28001,March,71,0,1,14,0,0,32964.48
Retail_Shop,39,Shopping_Mall,Abuja,15,89,479,1,1,67933,3371670,322,33200,May,94,0,1,8,0,1,23931.06
Salon,20,Online,Lagos,1,164,439,0,1,193222,3009181,288,46521,May,38,0,1,9,3,1,14283.21
Salon,32,Street_Shop,Enugu,9,46,273,0,1,106954,4563883,69,20800,January,71,1,1,9,1,0,16066.56
Electronics,102,Shopping_Mall,Abuja,8,93,469,1,1,113132,4777936,460,35395,July,57,0,1,11,3,0,24819.39
Salon,6,Shopping_Mall,Abuja,7,69,439,1,1,155746,1088511,372,19305,April,75,0,1,13,2,0,13521.56
Supermarket,91,Market,Kano,14,30,190,0,1,135188,1479490,204,37524,August,42,0,0,15,0,1,11385.67
Supermarket,28,Street_Shop,Kano,6,140,436,1,1,191760,184927,473,49038,November,48,0,0,10,6,1,13895.82
Electronics,73,Shopping_Mall,Kano,12,93,499,0,1,140728,2074074,152,17942,July,93,1,1,15,8,0,18131.66
Fashion_Store,22,Online,Port_Harcourt,18,32,177,1,1,97005,567840,226,34561,April,91,1,1,14,4,0,20402.74
Pharmacy,74,Shopping_Mall,Lagos,12,55,249,1,0,34784,2496284,27,49048,September,70,0,1,11,4,0,18718.75
Salon,105,Shopping_Mall,Ibadan,12,68,350,1,0,36844,2564816,107,26651,March,53,1,1,10,8,1,32061.87
Electronics,99,Shopping_Mall,Kano,6,108,173,1,1,78143,4837252,310,46978,July,59,0,0,15,7,1,26946.76
Retail_Shop,78,Street_Shop,Port_Harcourt,17,182,372,1,1,129821,3459377,52,42333,October,89,0,1,10,5,0,26400.68
Salon,43,Shopping_Mall,Enugu,9,171,155,0,1,197451,3825706,392,5546,October,76,0,1,11,3,1,19143.16
Supermarket,67,Market,Lagos,1,129,489,1,1,166028,417118,31,32943,May,51,0,0,10,0,0,8520.71
Fashion_Store,115,Shopping_Mall,Abuja,10,177,262,1,1,186011,3169266,29,2643,May,84,0,0,10,9,1,17329.2
Restaurant,71,Shopping_Mall,Lagos,3,13,139,1,1,31667,4483550,93,14158,July,44,0,0,9,3,0,14927.59
Electronics,84,Market,Abuja,9,159,125,1,1,16026,2255054,435,19291,February,61,0,0,13,8,0,9383.32
Electronics,88,Estate,Ibadan,5,162,114,1,1,105580,1808994,443,21417,February,81,0,0,11,2,0,12468.64
Supermarket,59,Street_Shop,Ibadan,9,133,231,1,1,189852,1589372,104,27188,October,34,1,0,10,8,0,19057.97
Restaurant,72,Street_Shop,Ibadan,13,22,341,0,1,173922,4635527,331,21621,July,47,0,1,12,1,1,27009.96
Retail_Shop,80,Shopping_Mall,Abuja,9,136,298,1,1,137235,3232521,333,43223,May,35,0,1,15,6,1,28130.42
Pharmacy,91,Market,Kano,10,44,498,0,1,179846,444535,27,21685,February,91,0,0,8,0,1,8685.16
Restaurant,22,Estate,Enugu,8,60,121,0,1,32287,2553337,451,8060,July,46,0,1,11,3,1,8213.52
Supermarket,86,Market,Lagos,17,55,77,0,1,79551,1971391,68,30319,February,94,0,1,9,7,0,10129.01
Retail_Shop,72,Street_Shop,Port_Harcourt,18,110,58,1,0,19495,326892,351,45390,September,77,0,0,10,9,0,7861.24
Supermarket,32,Street_Shop,Lagos,17,72,454,0,0,187219,2616944,146,23515,October,35,0,0,9,3,0,10991.31
Restaurant,37,Market,Enugu,3,73,234,1,0,96630,950608,245,21922,June,57,0,0,15,2,0,8760.8
Electronics,31,Market,Enugu,12,148,49,0,0,143200,846283,420,5853,September,50,0,1,12,5,1,6823.71
Pharmacy,16,Shopping_Mall,Ibadan,10,81,168,1,0,85994,2031715,482,44579,May,69,0,0,14,6,0,10900.4
Salon,66,Market,Kano,3,140,413,1,1,67540,1441309,377,5449,March,85,0,1,15,5,0,13079.63
Pharmacy,70,Shopping_Mall,Abuja,19,145,331,1,1,179104,3863213,28,29869,February,66,0,1,12,1,0,21640.49
Supermarket,118,Market,Kano,10,54,358,1,0,71335,439475,351,38443,July,52,1,1,10,5,0,12100.8
Pharmacy,115,Shopping_Mall,Kano,12,129,198,1,0,58966,3753748,299,15954,November,83,1,1,10,3,0,29955.54
Supermarket,7,Market,Ibadan,8,62,493,1,1,197154,876597,217,14621,August,59,0,1,14,8,1,13125.02
Salon,58,Street_Shop,Lagos,17,180,84,0,1,191694,720512,260,35284,October,92,0,0,12,1,0,8870.85
Retail_Shop,117,Street_Shop,Port_Harcourt,2,154,174,0,1,151673,1940836,183,46798,July,79,0,0,11,1,1,13295.78
Restaurant,103,Street_Shop,Lagos,3,133,191,1,1,58286,3745211,313,45342,April,90,1,0,8,5,1,45448.23
Fashion_Store,85,Estate,Ibadan,19,154,205,0,0,20660,1902490,398,841,May,80,0,0,8,0,0,5849.84
Salon,32,Estate,Lagos,6,112,42,1,1,162693,4786607,298,48208,December,88,0,1,8,1,0,35246.64
Salon,73,Shopping_Mall,Abuja,3,118,48,1,1,117163,3274237,448,45471,March,30,0,1,14,1,1,30349.48
Supermarket,19,Estate,Abuja,8,127,394,1,1,177334,4867996,332,11864,October,51,0,0,14,6,1,23183.61
Pharmacy,33,Estate,Kano,18,99,199,1,0,5829,2175026,360,42269,February,90,1,1,9,1,1,16319.94
Retail_Shop,12,Market,Port_Harcourt,8,145,242,1,1,90042,464611,390,17719,October,52,0,0,9,2,0,5330.55
Fashion_Store,72,Street_Shop,Port_Harcourt,12,23,487,1,1,122056,2800713,471,42709,October,60,0,1,10,2,1,25584.6
Restaurant,51,Shopping_Mall,Ibadan,17,146,159,1,1,54617,389073,306,40423,September,70,1,1,13,8,0,15280.49
Salon,100,Market,Lagos,8,146,296,0,1,89304,789397,75,18763,January,51,0,1,12,2,0,6387.39
Retail_Shop,112,Shopping_Mall,Ibadan,16,72,392,1,1,170271,2674771,116,9748,January,74,1,1,15,6,1,22208.34
Pharmacy,99,Shopping_Mall,Abuja,3,98,223,1,0,179352,1972867,124,32380,May,44,1,0,14,9,1,14751.09
Salon,60,Street_Shop,Kano,6,114,225,1,1,37648,2070006,472,29261,November,40,0,0,13,5,1,20484.36
Restaurant,73,Street_Shop,Ibadan,10,64,248,0,1,183946,1385711,297,45526,July,66,0,1,15,2,0,12903.52
Fashion_Store,21,Estate,Lagos,17,135,173,1,1,134249,1450935,44,20588,November,57,0,0,13,3,0,16544.39
Pharmacy,87,Street_Shop,Enugu,15,114,386,1,0,55296,486621,271,31671,November,94,0,1,13,0,1,12999.76
Fashion_Store,64,Market,Ibadan,11,41,100,0,1,71906,3163762,344,25567,December,63,1,0,8,5,1,23611.69
Salon,30,Market,Abuja,2,119,308,0,1,74760,3896855,112,28615,April,71,1,1,9,5,1,26918.97
Electronics,63,Street_Shop,Ibadan,17,24,322,0,0,118805,4767040,383,8854,June,55,0,0,10,8,0,12829.18
Salon,23,Street_Shop,Port_Harcourt,11,34,204,0,0,48597,4314053,364,31119,April,62,0,0,10,1,0,15941.82
Salon,79,Street_Shop,Enugu,14,94,420,0,1,96518,1675707,107,29532,September,71,1,0,15,2,0,13874.4
Electronics,118,Street_Shop,Abuja,7,30,106,1,0,188008,4622343,236,34338,April,70,0,1,13,8,0,28824.55
Pharmacy,56,Market,Enugu,7,18,398,1,1,157285,142755,181,41890,June,81,0,1,8,5,1,14695.53
Salon,104,Shopping_Mall,Port_Harcourt,16,30,319,1,1,70444,2949805,167,8021,February,82,1,0,8,5,1,16695.34
Fashion_Store,63,Street_Shop,Kano,3,116,449,1,1,127567,580717,99,43638,June,80,0,1,11,8,1,15079.14
Electronics,116,Shopping_Mall,Kano,13,76,372,1,1,36625,170390,150,43050,April,47,0,0,9,7,1,13709.83
Restaurant,35,Market,Enugu,14,119,310,0,0,37262,3623313,87,42293,April,34,0,1,8,0,0,22326.68
Fashion_Store,68,Shopping_Mall,Enugu,6,144,171,1,0,38584,153709,166,9051,May,37,0,0,10,4,0,3776.45
Electronics,34,Market,Abuja,4,182,495,0,1,74660,1792215,140,19371,August,74,0,1,8,5,1,13035.29
Supermarket,82,Shopping_Mall,Port_Harcourt,9,154,311,0,1,42350,3308046,401,20049,April,63,1,1,14,3,0,26134.11
Restaurant,93,Market,Ibadan,11,78,39,0,1,173623,3705836,349,5727,November,49,0,1,9,3,0,18643.6
Retail_Shop,23,Street_Shop,Enugu,9,194,429,1,0,35577,4658524,248,10419,February,78,0,1,12,4,0,18735.45
Restaurant,82,Estate,Enugu,7,65,452,0,1,121764,1486402,448,13468,January,43,0,1,8,9,0,8561.55
Supermarket,79,Market,Abuja,6,30,153,1,0,120367,1488674,433,47069,December,38,1,0,8,4,0,23166.65
Restaurant,46,Shopping_Mall,Ibadan,19,68,497,1,1,15438,4492773,405,27716,October,84,0,1,15,6,0,26855.26
Retail_Shop,44,Street_Shop,Lagos,9,69,411,1,1,55462,1293496,295,4157,November,31,0,1,10,2,0,14007.46
Supermarket,53,Street_Shop,Ibadan,10,15,130,1,1,155462,4665441,389,38362,June,70,0,0,11,9,1,28273.28
Electronics,38,Market,Kano,5,133,128,1,0,179047,4547240,48,42951,February,83,1,1,13,7,0,23386.96
Restaurant,107,Shopping_Mall,Abuja,7,86,259,1,1,93941,2481139,350,30459,December,50,0,0,14,8,0,20529.27
Supermarket,88,Market,Kano,8,124,332,0,1,158041,4144793,313,27498,March,94,1,1,15,9,1,48122.01
Electronics,49,Estate,Abuja,18,109,43,1,1,60834,2301768,114,9467,February,46,0,1,8,9,0,12507.3
Electronics,30,Market,Kano,4,90,383,0,0,117546,4121647,233,33953,May,33,1,1,13,3,1,17618.2
Retail_Shop,55,Market,Enugu,8,67,114,0,1,67892,3741818,227,39010,January,56,0,1,11,7,0,12739.53
Fashion_Store,99,Shopping_Mall,Lagos,12,46,233,1,0,125485,1212342,64,44843,April,64,0,0,13,0,0,16253.04
Retail_Shop,11,Market,Ibadan,5,165,45,1,1,174206,446378,68,48203,August,71,1,0,14,6,1,12015.65
Supermarket,103,Online,Port_Harcourt,14,179,137,1,1,122580,3945594,348,39788,December,38,0,1,14,0,1,48321.74
Pharmacy,11,Street_Shop,Port_Harcourt,14,30,452,1,0,56382,2759568,443,7273,March,41,1,1,11,5,1,19034.82
Restaurant,56,Shopping_Mall,Lagos,9,123,337,1,0,193209,3959487,433,49725,August,86,0,1,11,3,1,31654.47
Retail_Shop,61,Street_Shop,Abuja,16,91,272,0,1,195850,1011148,116,10244,December,85,1,1,15,2,1,14887.89
Supermarket,91,Street_Shop,Port_Harcourt,12,114,148,0,1,74156,3484740,240,37206,February,75,0,1,8,4,0,14750.89
Supermarket,78,Market,Kano,18,102,458,1,1,115373,3775222,94,37254,January,69,0,0,9,4,1,18038.19
Pharmacy,18,Street_Shop,Kano,3,97,210,1,1,13276,4180793,274,22334,January,41,0,1,10,9,0,16123.09
Restaurant,95,Street_Shop,Port_Harcourt,11,109,112,0,0,76832,2975861,128,42903,January,54,1,1,14,6,0,16533.63
Fashion_Store,19,Street_Shop,Port_Harcourt,14,78,235,1,1,178902,2631751,48,35206,March,75,0,1,15,4,1,22826.55
Fashion_Store,95,Market,Abuja,14,81,411,0,1,121401,4391516,367,48997,August,46,1,0,9,5,1,25298.14
Supermarket,113,Estate,Lagos,4,186,445,1,1,161741,1450760,47,5937,June,63,0,1,15,0,1,14571.28
Fashion_Store,96,Street_Shop,Lagos,8,105,474,1,1,187606,1162839,209,15449,March,72,0,0,15,0,1,18899.53
Electronics,46,Market,Kano,2,136,101,1,0,15357,3628304,388,1718,April,84,1,0,15,8,1,22846.4
Pharmacy,9,Market,Abuja,18,45,184,1,1,179436,1370680,323,19679,September,90,1,0,8,2,1,14634.82
Fashion_Store,78,Estate,Abuja,14,78,330,1,1,195691,1319958,441,4097,June,52,0,0,8,4,1,12383.07
Salon,114,Street_Shop,Lagos,9,31,420,1,1,170336,3766524,321,44596,November,70,0,1,13,8,0,41664.23
Retail_Shop,87,Estate,Kano,7,104,369,1,1,17855,2139314,423,44724,November,40,0,0,14,0,1,21098.97
Electronics,75,Online,Enugu,14,103,179,1,0,35886,1480573,103,21553,December,63,0,1,15,1,0,14549.28
Fashion_Store,72,Estate,Port_Harcourt,13,98,67,1,1,56926,3373720,474,43555,January,47,0,0,8,5,1,12708.53
Supermarket,55,Shopping_Mall,Enugu,7,156,32,1,1,136296,2464999,208,36000,May,46,0,1,13,3,0,18524.3
Fashion_Store,100,Street_Shop,Ibadan,7,155,431,1,1,41898,4286426,34,12390,March,32,0,1,9,5,0,25728.48
Salon,13,Street_Shop,Kano,4,100,21,0,1,6880,3925538,484,46841,August,68,1,0,10,0,1,14634.97
Fashion_Store,69,Online,Port_Harcourt,12,148,126,0,1,170265,2210307,135,34999,March,30,0,0,11,1,1,21351.06
Pharmacy,21,Market,Enugu,9,171,161,1,1,194534,4795830,267,8005,July,77,0,0,15,3,0,22944.25
Restaurant,38,Market,Port_Harcourt,16,89,431,0,1,96992,1159436,187,16089,July,79,0,1,14,3,0,10619.76
Restaurant,94,Market,Abuja,12,154,209,0,1,107593,1311172,449,3191,December,82,0,0,9,0,0,12453.2
Pharmacy,6,Market,Kano,19,121,309,0,1,105924,1757064,347,49652,December,64,0,0,11,8,1,14197.16
Pharmacy,66,Market,Port_Harcourt,2,10,362,0,1,87191,3831391,271,20984,April,40,1,1,15,9,1,29678.86
Restaurant,59,Online,Lagos,18,99,418,1,1,144474,3425543,111,12395,October,61,0,0,11,3,0,16418.26
Salon,80,Market,Kano,12,173,36,0,1,192288,4436909,443,43206,November,90,0,1,10,1,0,32035.78
Fashion_Store,63,Street_Shop,Lagos,18,164,165,0,1,10109,3892703,111,21085,July,52,1,0,10,9,0,13515.84
Retail_Shop,80,Shopping_Mall,Port_Harcourt,1,74,68,1,1,138676,1676766,407,48967,September,42,0,0,9,6,1,16775.9
Restaurant,71,Market,Port_Harcourt,18,170,22,0,1,68392,1001041,98,1084,November,93,0,1,8,8,1,11721.28
Retail_Shop,117,Market,Kano,1,48,102,0,0,98116,2927599,461,15777,September,43,1,0,11,2,0,13527.9
Fashion_Store,64,Shopping_Mall,Port_Harcourt,8,90,191,0,1,107567,2193523,118,22176,April,54,1,1,13,6,1,19986.63
Supermarket,12,Estate,Abuja,5,37,462,1,1,126230,2154118,126,7092,March,37,1,1,9,8,0,22675.97
Salon,109,Street_Shop,Abuja,4,98,479,1,1,120040,173502,197,35214,March,62,1,1,10,0,1,19035.74
Salon,43,Market,Enugu,13,30,294,1,1,108392,922958,162,5816,October,46,0,1,11,0,1,10459.46
Salon,18,Market,Abuja,18,167,176,1,1,109294,3472070,465,33916,April,78,0,0,12,1,0,23957.9
Pharmacy,61,Street_Shop,Kano,2,52,133,0,1,98446,3228612,432,32811,February,61,0,1,9,6,0,13162.04
Restaurant,43,Market,Enugu,6,70,280,1,1,154730,3833437,131,25461,June,74,0,0,15,9,0,18123.06
Salon,64,Street_Shop,Kano,12,78,455,1,1,117725,1711175,306,24795,March,90,1,0,13,9,0,19690.88
Pharmacy,15,Street_Shop,Abuja,10,199,479,0,1,192299,1593877,154,40617,August,85,0,1,14,4,0,11709.21
Restaurant,15,Estate,Kano,6,158,133,0,1,162294,3754960,385,21168,April,78,0,1,12,1,0,23487.39
Supermarket,85,Shopping_Mall,Ibadan,9,33,46,0,1,45093,388338,262,6198,August,93,0,1,11,5,0,6046.13
